,Username,location,friend_count,review_count,photo_count,rating,date,review,Url
114,Simi J.,"Mount Davidson Manor, San Francisco, CA",16,26,25,1,8/19/2014,"Shitty customer service. The food was tasty, but mind you the server did not give anything on time. I asked for crushed red peppers and 25 mins later she handed me diced tomatoes. I asked for marinara sauce. She brought it out after my cheese sticks were cold.  Messed up on my damn pazookie as well. Never come here",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=120
115,She S.,"Fresno, CA",87,132,33,3,8/26/2015,"The food atmosphere and service are all fine. I did have a little bit of trouble with my waitress, she talked down to me and I felt a little uncomfortable. When my friend came to the table she was very nice and polite to him. I think she may have been responding to my race. Racism is alive and real in BJs",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=120
116,Krena P.,"Schaumburg, IL",230,1,,1,11/11/15,"I did not appreciate the serves that was given to me at this establishment, åÊI am a religious vegatarian, and I had order a veggie burger. Which they thought they brought out, I began eating it. Than half way through my meal the serve comes up to me telling me that wasn't my burger, that it was actually a turkey burger and that he gave me the wrong one. This is not acceptable and I am highly appalled by the matter. I was compensated for the meal which the server had mistakenly given me, but no one had felt the decency to come up to me and apologize for what had happen. Later that evening after I had gotten home I became really sick due to the consumption of the meat, since I have been a strict vegatarian my whole life.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=120
117,Carmen C.,"Hayward, CA",70,105,71,4,12/19/2015,If you're at the bar ask for Ashley! She makes the best Manhattans... And she's not stingy!,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=120
118,Eli A.,"Fresno, CA",98,19,7,3,2/01/16,"It's a chain restaurant that has been pretty good to us. Located in the fashion fair mall shopping center, it may be difficult to find parking nearby on the weekends. They've always had decent customer service, so that's been consistent. We ordered the great white pizza and avocado egg rolls. Two good items. It's such a standard restaurant, I'm not amazed by their menu. I come here Once in a while, so I'm not saying it's bad, but it's not great.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=120
119,Desiree V.,"Daly City, CA",98,44,4,1,7/19/2014,"There's no way it should take over 2 hours to be sat on a Saturday night. We originally had like a party of 15, which dwindled down to a party of 10, either way that is ridiculous, especially when the whole entire back of the restaurant was in unoccupied. They told my friend for her birthday that they only do reservations a half hour in advance, but when she called an hour in advance the person she talked with didn't mention this supposed policy.  We ended up sitting at bar tables while waiting, which was nearly impossible to get drinks and appetizers. We had to wait 15+ minutes between seeing a server which was frustrating when people would gradually show up for our party wanting to order.  When we finally got moved to the furthest part of the restaurant, it took a long time to get our food order taken after being seated. It took 30 minutes for two of us to receive our lukewarm soups. Then it was another almost hour wait to get our meals. What was frustrating is that at least 2 meals came out incorrectly.  At least our pizzookies didn't take too long to come out after ordering it, but one girl didn't get hers and by the time we were able to flag a server down and fix the problem, we were already waiting for our checks. I've never had to wait so long for a server to get our checks situated...  The first group of us arrived at BJ's at 6:30 pm, we didn't leave until 10:30. There went our mall shopping plan to celebrate her 21st birthday. Will definitely NEVER go back to this place again.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=120
120,Nicole S.,"Long Beach, CA",15,27,40,3,7/24/2015,"The pazookie's are amazing! Probably the best part of the restaurant. The food is good as well and I have no complaints about the atmosphere. It might be a bit noisey to take a date but hey, the food is worth it. The only downside is the long wait time to get a table and the poor service I got last time. Our server was attentive yet forgetful, she had to be reminded to bring things several times. Also, we waited about 30 minutes for the pazookie and although it was worth it, I've waited less than 15 minutes on a busy night but with a different server.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
121,Priscilla W.,"Fresno, CA",332,185,841,3,4/24/2015,"I must admit that I'm biased to this restaurant in that I am in love with their chicken wings! The service varies from time to time. Some of my visits have been wonderful other times I have come here and they've left me with much to be desired. Overall I think the big selling point is that they're open late every night. They don't close till midnight every night and on the weekends it's 1 a.m. That makes this restaurant a great place to go after hours before you go home. And by the way, if there is a basketball game on or football game they always offer some type of happy hour specials during the game. Overall a great place to go for friends and a large menu",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
122,Eva G.,"La Jolla, CA",206,114,121,4,5/19/2016,"Loved all of the food here... We had wine, cosmos, and more appetizers than you can probably count. Next time we will definitely not order all of our 6 appetizers as the two of us didn't touch two of the six plates. Loved the pepperoni flat bread, the lettuce wraps, the Brussel sprouts, and probably my favorite - the stuffed mushrooms.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
123,Emma Z.,"Coarsegold, CA",0,2,,2,7/06/17,"Bad service. Mediocre food. As soon as we walked into the restaurant, the staff began to talk poorly about us. We heard mumbles of ""oh great"" and ""good luck"" before being seated. I asked for sugar with my iced tea & the waitress didn't return with it, or to even check on us until we were ready for the bill. I understand that when working in the food industry, shit happens. But this was by far the worst service I've received.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
124,Diala H.,"Fresno, CA",0,4,,4,1/15/2017,I always come here for the deep dish pizza and the pizookies. My favorite is the smores pizookie its my favorite and its my favorite cheat meal dessert. Waiting time can be kind of inconvenient on saturday nights but its usually worth the wait,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
125,Ad G.,"CA, CA",0,237,406,2,9/29/2015,Take out order took 30-35 mins. Return to hotel open the bag and no utensils! No napkins!  Not sure why so much extra cheese was on the pizza.  The dessert Beignet with ice cream ...had to search for utensils.  I even tipped on my bill and waste that money.,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
126,Shola A.,"Fresno, CA",3,62,116,1,2/18/2016,"Going here was a pretty bland experience. Nothing stood out at all. The food was overpriced and flavorless. When there was flavor, it is either bursting in salt or ""blackened"" (read as burnt darker than me).  I got the peach margarita, with one of the new low calorie meals, Mediterranean pita tacos with chips instead of the slaw. How they can't get a nice fresh meal for under 600 calories is a mystery to me but oh well! The tacos were filling but then again, sawdust had more flavor. There was nothing I could find to redeem this meal. But the peach margarita was really really good (1+ star!) however, but it was not $10.00 good. I thought about taking pictures for my review but I didn't want to even remember this place in any way. Overall, it was an over-over-over priced Applebees with nicer decor, delish drinks and quick service. The food court at the mall has more flavorful food then this place.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
127,Daniel B.,"Reedley, CA",102,6,,2,11/14/2016,"Two stars for the service and the drinks. The food? Not so good! I ordered the brisket burger medium and it came out not only well done but beyond well done. Not a happy camper. I told the waitress about it and she smiled kindly and said she would let the kitchen staff know about. Still never fixed the problem. I probably should have mentioned that it lacked in flavor too. My wife had the deep dish baked ziti. Very dry, and flavor profile was bland and freezer aisle mediocre. The Caesar salad was ok and the tortilla CHIP soup didn't come with tortilla chips and we were offered oyster crackers. I had the makers and coke and my wife had the nutty brewnette.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
128,Ronald W.,"Santa Clarita, CA",0,16,,5,11/26/2016,Came in with a group of 30 unannounced. åÊAmy the manager and her crew took care of us with no Problems or complaints. åÊWill definitely be back to this location.,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
129,Ronald W.,"Fresno, CA",29,51,23,4,4/25/2017,I love this place great service best root beer black cherry soda great pizza i have absolutely zero complaints about this place always great food,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
130,Linda C.,"Fresno, CA",71,322,759,1,12/14/2015,"I've said it plenty of times whenever we are choosing a place to go out. BJ's is my least favorite place of them all.  The service here has always been horrible for me.  But this last visit really did it for me & I understand there are great servers and not so great ones but I just felt so disrespected.  Tiffany T at the bar was absolutely rude.  My friends told her they wanted the beers on one tab and the shot on another.  Because I wanted to purchase a shot of whiskey for my BF. While my sister's BF, wanted to treat the first round of beers for the guys.  We were not rowdy at all, this was our first bar of the evening. So I can't even fathom what I had done for her to be rude.  When she brought the tab, unseparated, I was like whatever. I'll pay for it. But my sister's BF was like, the whiskey was only $8? I was like oh?  So he kindly asked her AGAIN, if she could separate it.  She said to him, ""YOU TOLD ME IT WAS ALL ONE TAB. åÊOMG. "" in the rudest way possible, acting very annoyed with us.  The. Turned around for not even a minute to separate the tab!  It didn't even take a minute !!!!!  And then she said card. Grabbed it out our hands and charged them. I was appalled because she was so nice to the other men down the bar from us.  Then the unpleasant stares we got from her and a couple of other servers near the bar wasn't welcoming either.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
131,Mikayla S.,"Fresno, CA",156,3,,1,11/11/16,"We closed out with a wonderful server Michael and received a new server named Adam in the bar area. He came by the first time and asked if we wanted to get more drinks started and we said ""Not yet, thank you!"" He did not come by a single time after that and would look directly at our table every time he would walk by and stop at another table he was serving. I don't know if he didn't want to open up another table since we didn't order the first time he came by, but we kept waiting for him to stop while looking directly at him and him making eye contact with us. It was very rude of him and ruined our wonderful BJ's experience we were having before he was our server.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
132,Marlene P.,"Clovis, CA",23,36,4,4,4/11/17,"I recommend joining the Premier Rewards. They send emails with discount coupons. After your visit they send emails & you can let them know how your visit went. You will even get personal responses from time to time, not computer generated ones. Some dishes are really good and better than others. If you didn't like what you had on your first visit, don't write them off. Try something else. The salmon dishes are great. Pizzas are good. The crust is thick, but crisp on the outside & tender inside. Soups; the ones I have tried are very good. Salads are fresh. My husband even likes the steaks. All you can eat soup & salad Lunch is a great deal. I'm not the biggest fan of the pizookie, but I guess they sell a lot of them. I see others eating them all of the time. åÊYeah, once in a while something gets screwed up, but let them know so they can make it right. We have been repeat customers of BJs for may be nine years now.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
133,Jeff T.,"Madera, CA",138,156,249,4,1/13/2015,"I've been to BJ's at least half a dozen times and I find it a great casual sit-down restaurant at an affordable price point. åÊLines are reasonable, food is good. åÊI like their home-brewed root beer; though I'm just a root beer dilettante I find it tasty and satisfying. åÊService has proven reliable and friendly. åÊBJ's is always a great place to meet some friends or grab a lunch on your own.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
134,Chris F.,"Fresno, CA",46,11,5,5,12/19/2015,"My wife and I went here Friday December 18. Despite the crowds, we were seated almost immediately. We ordered the stuffed mushrooms appetizer. These are stuffed with artichoke spinach dip, feta cheese , onions and a lemon aioli. We also ordered the BJ's favorite deep dish pizza with pepperoni, Italian sausage, meatballs, olives, mushrooms and seasoned tomatoes.  The food was brought out quickly. We scarfed down the mushrooms and pizza. Both were outstanding. Our waiter was attentive without being annoying.  I heartily recommend BJ's .",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
135,Bob M.,"Peoria, AZ",62,82,47,2,5/18/2015,The food was okay tonight. My wife had the Parmesan Chicken and said it was good. åÊI had the baby back ribs and they were dry. Our server was good but it took an hour to get our food. My suggestion... Don't come when they are busy because the kitchen is slow...,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
136,Lily A.,"Fresno, CA",3,30,24,3,5/31/2017,"Overall I think this is an average restaurant. The ambience is quite nice as the lights are dim and the music is low. Wait time is extremely long during dinner but during lunch, service is fast! My favorite dish is the pizza and craft beer! Other food dishes are mediocre in my opinion. However, I will continue to come on special occasions and group events.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
137,Ryan P.,"Fresno, CA",100,9,,5,1/22/2016,"We stopped for dinner on a Friday night we set at the bar the bartender greeted us with a smile , my wife always gets the shrimp lettuce wrap we were disappointed not to see it on the menu anymore our bartender Tiffany was very helpful she suggested us to get the salmon and qiuona meal which was delicious . Over all ,Food was good . Service was excellent Thanks to Tiffany for being friendly and helpful",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
138,Joshua B.,"Visalia, CA",80,28,41,3,4/26/2016,Upon walking in i am always Greeted with a smile. They have amazing homemade soda as well I love the root beer and vanilla creme. But the food quality is okay it's nothing really fantastic. The desserts are good like the pizzookie but other than that I'm not really that impressed with the food.  Only thing I don't like is the restaurant is usually cold(bring a sweater!) and if you go at night you can't really see your menu. It's dark inside. Since the restaurant is so big you can be left sitting for a while got your drinks and food! I would give 4 maybe even 5 stars if it was faster service.,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
139,Shelby P.,"Visalia, CA",2,12,5,5,6/14/2016,"I am so not seeing what the 2 star reviews are saying. I went to BJ's for my anniversary and it was amazing!! Our server did have a lot of tables and we also ordered drinks at the same time as our food. It took a little longer then expected but we understood with how many tables he did have. Our drinks came and the food åÊfollowed right behind him. Everything was so delicious and before they left the table they had me cut into my house sirloin to make sure it was cooked fine which I greatly appreciated, so tack on great service. I was perfect and juicy, one of the best steaks I have ever had! My boyfriend loved his brisket burger and the thin fries are to die for. So reasonably priced! Thank you BJ's for an amazing meal!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=60
140,Amber H.,"Clovis, CA",24,5,1,5,3/06/14,Great service. Our waiter Will was so nice and accommodating. There was a mix up with our order and he had the kitchen remake it no problem. I would love to have Will as our server again.,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
141,Dave C.,"Fresno, CA",0,3,2,4,12/02/14,"Great restaurant for casual dining. åÊExcellent food and service, not as noisy as some restaurants due to the high ceiling. åÊThe restaurant is a simple big, square room, but the tables, seats and appointments are nice, and the table partitions give a bit of an impression of privacy. åÊPrice is reasonable, and I would bet that just about anything you normally like will be liked at BJ's. åÊThe Yelp pre-printed price range below says $61, and I couldn't seem to change it, but I have never spent more than $25-30, though I usually like their salads and pastas, and have never had the most expensive meals. åÊI checked the ""Casual"" box below, but personally I would not attend BJ's in cargo pants and T--I think ""Business Casual"" would be a better description of the average dress. åÊOverall, a great place for lunch, and better than average for dinner.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
142,Jeff F.,"Fresno, CA",1,18,2,3,5/14/2013,"This isn't BJ's' fault, but the parking situation on a Friday or Saturday night can reach a scary level. The ""valet"" area for Flemings (I'm guessing) needs to be eliminated entirely because all it is is a bunch of cordoned off empty spots.  Anyway, as you would expect given the parking situation, BJ's can get quite busy. Even so, I've never had any issues getting seated in a reasonable amount of time and I've never had issues with service once I'm seated.  I started out my 21st birthday here with one of the beer samplers. It doesn't look like much (and it really isn't, ultimately) but that thing got me decently loaded. I haven't had anything but the house beers at BJ's, and all of the ones that I've had have been good. Definitely worth checking out if you're a beer person and haven't tried BJ's offerings before. The food... meh. I'm notoriously easy to please, but I've never gotten enthusiastic about the food here. It's passable, but there's no ""wow"" factor. I think the worst offender is the cajun pasta; I can see what they're trying to do, but the result is a pretty generic dish that makes you wonder what exactly it is that you're tasting. Really strange, and it's a trait shared across many of their dishes. This all being said, I like their calamari appetizer and their pizookies. Say what you will about a dessert dish that amounts to a cookie with ice cream on it, but god almighty those things are delicious. Come to think of it, the last time I was there, I got a stout and an oreo pizookie. It's probably not possible to get a better meal at BJ's.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
143,Lourdes S.,"Coral Springs, FL",24,17,3,1,6/03/15,Very crappy experience I had today. I was pretty excited to see that they delivered and I orders through the 24hreat service so I place my order an hour and a half after it shows up I look for my silverware and nothing it wouldn't be an issue if I wasn't at a hotel without silverware. So I call 24hr eats and then they are like you never selected the option to get silverware. Never ever ever in my life I had to select and pay for silverware and I even went back to the website that I ordered from and there was no option to even select silverware. At this point they transfer me to the manager at bjs and he says it's not his fault since they were supposed to charge me for the silverware they just can't include it. wTF. Since I ordered through 24eats there is nothing he can do about it so now my food is cold and j have no silverware no one will compensate me or even come pick up this cold food. Neither places will take blame for me not getting my silverware and I have never heard of a place that charges for silverware. Point blank I will NEVER go to bjs or through the 24hr eats service horrible service and horrible cold fools .,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
144,Nay S.,"Visalia, CA",55,31,2,5,3/26/2015,"My experience was great today!! My server was very friendly and attentive, I think her name was Andy. We ordered the glazed pork, (very delicious) pull pork sandwich and the mini corn dog with French fries. It was our first time there and I would definitely come back, even though I live an hour away. :-)",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
145,Lorence L.,"Fresno, CA",8,148,189,4,5/24/2012,"The service was great, she was actually interested in having a little small talk, interesting because usually it's the ""what can I get you to drink?"" then that's it. åÊThe pizza was cooked to perfection. åÊThe thick Chicago style crust was not greasy or floppy.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
146,Sukhraj B.,"Orange, CA",1726,1189,1870,4,9/12/09,"We went out to dinner and celebrated Mom and Dad's birthdays, the duo Virgo team, with some deep dish pizza. åÊ The wait was ridiculously long but no one felt like cooking so we waited. åÊThe wait for a pager was 5 minutes long. åÊSeriously? åÊFor a pager? åÊAnd then the wait for a table was 50 minutes. åÊCrazy. åÊBut then again, it was Friday night. åÊWe sat outside and people watched while we waited and I noticed that people in Fresno, mostly teens, really have no sense of style but that also extended out to the 20 somethings. åÊI guess I'm glad I don't live here anymore. åÊWould I be looking like that now? åÊGosh, I hope not. åÊWe did notice a cool taxi limo. åÊI want to check that out someday. åÊ We were finally called in and wow, this place was packed! There wasn't a single seat available. åÊI guess Fresno is quickly becoming the happening place and Fashion Fair mall with all it's new extensions and high end stores and high end chain restaurants might be what's doing it. åÊEither way, it was pretty hot in there and the waitress was quick to get the drinks ordered (a hefeweizen, a round of waters, and iced teas) and circulated. åÊShe was also super attentive the whole night and got some extra tips from us. åÊWe're also filling out a survey for her to win our free bruschetta appetizer and hopefully get some brownie points for her at work. We skipped the appetizer this time around which is usually the Avocado Egg Rolls (awesome!) and went straight for two large pizzas, the Mediterranean and a veggie and a meatball sandwich. åÊBoth had olives, one had Kalamata olives and I wanted to opt out of those but when the pizzas arrived I was surprised that they weren't too overwhelming which was nice. I have usually gotten the Great White here but I think I have a new favorite. åÊThe Mediterranean had a nice flavor and the basil pesto sauce was just perfect. I also wasn't too full afterward like I usually am with these pizzas and I had enough room for a chocolate chip pizookie. åÊ Like any chain restaurant, BJ's has never failed to disappoint. åÊThe crowds can be overwhelming at times but the food is usually pretty good.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
147,Cyn P.,"Fresno, CA",0,50,10,4,7/02/15,"Beer was good, food was good, wait staff attentive. Fun afternoon with a bestie. I like the atmosphere. Always new and different menu. Still got my fav-wedge salad.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
148,Jay C.,"Intercourse, PA",39,38,11,1,8/21/2011,"TRIED going tonight, hours say they're open till 1am. åÊCall just before 11pm to check whether the kitchen is open or just bar...girl answering the phone tells me ""okay, yeah,"" and hangs up on me...call back and they judt pick up the phone and hang it up again. åÊHead over and get there around 11:30 to be told ""we're not seating anymore""...really?! ended up at cheesecake factory instead. Two previous experiences also bad...one, supposedly no pagers, but couples after us magically got them, and got seated ahead of us. Other, a birthday group who were basically stuck in a corner and forgotten.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
149,Brittny R.,"Fresno, CA",19,61,15,2,1/12/16,"i've been here a couple times before and had okay experiences, nothing spectacular. this time though was just disappointing. i met my father and sisters this past sunday for drinks and appetizers. it didn't seem that busy. it took us about ten minutes to get seated which was good. then we ordered drinks and put in our app orders. i got a bj's mojito, my sisters got martinis and they were all super strong....so strong that we watered them down a little bit then proceeded to choke them down. my dad got a glass of wine. as my dad was about to take a sip my sister noticed lip stick all around the edges. the strong drinks we could overlook but a dirty glass...um no. we told our waitress and she grabbed it...inspected it to see if there actually was ""lipstick on the glass"". then she took it, tried to laugh it off and took forever to bring him another glass. meanwhile, we are still waiting for our appetizers. our calamari was way over cooked...it was very brown and greasy. the avocado egg rolls were de-lish but the flatbread pizza we got was extremely crispy around the edges. i hate leaving bad reviews butttt it was just so upsetting. not returning again.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
150,Ty J.,"Fresno, CA",1,30,14,4,2/17/2013,"I love the crispy thin fries here. LOVE them. (Well... when they're hot.) And the chili. It's all beer-y and delicious. They used to have a meatball sandwich and that was my standby. It's gone now. T.T The menu is extensive and it's usually a safe bet that if we come here everyone can find something they like. For a chain, I'm impressed by the tastiness of the food and the reasonable prices.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
151,Anne B.,"Merced, CA",286,325,7,1,8/13/2011,"Terrible. åÊMy fiancee and I went here before noon on a Saturday to avoid the lunch crowd. åÊAs we'd hoped, the restaurant was relatively empty and we were greeted quickly by a hostess. åÊShe proceeded to seat us at a table in a sea of empty booths. åÊI asked if we could sit at a booth instead. åÊShe responded that all those sections were closed. ""Really?"" åÊI asked. åÊOf the diners that were there, all were seated in booths and there were several empty booths adjacent to them. åÊ""Those sections next to those people are empty?"" ""Umm."" she replied. åÊI could see her brain working. åÊ""Let me check."" åÊIn the minutes it took for her to check if we could sit in one of the many vacant booths, my fiancee and I decided to take our money elsewhere. åÊI've been to many many restaurants in my day and have never had to beg to sit at an empty two-person booth when there are several available, in a restaurant that was hardly crowded. Sorry BJ's Fresno. åÊWe won't be back!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
152,Michael C.,"Fresno, CA",26,345,68,3,9/03/13,"Let me start by saying I have mixed feelings about this place. We walked in and was greeted by the hostess. We asked for a table. She said there was about a 10 minute wait. I seen that there was 2 open chairs at the bar, so I told her we would be sitting at the bar. She said OK. I did notice there was those little pagers on the hostess stand, but she didn't offer us one. So we sat at the bar and ordered a few cocktails and enjoyed the very large flat screen while we waited. I enjoyed a Abbey Ale beer on the very friendly bartenders recommendation. Great beer and only 4 bucks. After about 15 minutes, i figured I would go to the hostess station and see what was happening. She says and I quote "" Oh, there you are Mike. I have been calling ur name for a few minutes. I gave your table away, I will have one for you shortly."" I said, "" you knew I was at the bar!"" She said she was sorry and would seat me as soon as possible. So, back to the bar for another great beer. After another 15 minutes, I returned to the hostess station. A different gal was there, and she said, ""I don't see you name on the list"". I started to explain what happened and then the other gal returned and seated us right away. Normally I would be a little upset, but we were not in a hurry and were enjoying our time at the bar so it didn't bother me too much. But what are the little pagers for if they don't use them. Just sayin!!! After we were seated our waitress came and greeted us. She was very friendly and answered our questions about the menu items we were interested in. So we decided to order the- Calamari App BBQ full rack  Double deluxe burger The calamari came, and some pieces were cruncy and tasty and some of the pieces were soggy and terrible. How does that happen. Did they fry two batches and give it to us???? WTF?? The two dippin sauces were just average. Our salads came and they were fresh and tasty. I really like the croutons. They were great! Our dinner came, and I must say the burger and fries were VERY GOOD!! The patty's were cooked to med rare as I asked. They had a nice char on the outside and some pink in the middle. Very tasty burger!!! Now to the ribs. I must say that my better half is spoiled when it comes to BBQ. Not to blow my own horn, but I've been smoking meat for a long time and I can put out some awful good BBQ. The ribs were tender and juicy, but lacked a good spice rub. So the meat was somewhat bland. I can swear that I've tasted their BBQ sauce before and I've never eatin here before. So it kind of reminds me of one of those sauces in a bottle. But I could be wrong. Overall, this place is OK for me. I will come again and try something else cause the hamburger and fries were very good and our server was very nice. Cant say much about the hostess station though!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
153,Kiara M.,"San Diego, CA",8,14,10,1,4/18/2015,"We came to Bjs to celebrate my dads graduation. I understand it was extremely busy but after waiting an hour to be seated none of us were bothered by that, it wasn't until our waiter started talking about us to the other servers, he was bothered because he had to get multiple refills for our party and when he came back he said ""is there anything else you guys need while I'm right here"" åÊhe was rolling his eyes and talking to himself while putting away the plates. Mind you he's only 3 feet away where the computers are so my sister and I are watching his every move. My sister and aunt actually spoke to the manager who was very concerned and wished we told him sooner about our service. To our waiter ""Timothy"" (tall, white, short spiky hair) I hope your day turns around because I would hate for you to ruin another families celebration.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
154,Travis H.,"Fresno, CA",60,434,57,4,1/04/14,"We love eating here. It is open late and if you come during the busy time, find your own seat and sit in the bar. Have always had great service and staff and the price is unbeatable.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
155,Joshua R.,"Fresno, CA",1,4,,5,11/27/2011,"BJ's food has always been pretty good and their service is pretty good but they are getting 5 stars from me because of my experience tonight.... I had a problem with my meal that we called in.The manager(Carl) listen to what I said, did a GREAT job of addressing my issue, gave me back my money for entire meal(even tho half of the meal was made perfectly) then refused to let me pay for my new order! That's how u take care of a customer. We usually don't come here often but after this great customer service that's going to change!!! Great job and thank you Carl!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
156,Michele B.,"Fresno, CA",60,250,1288,4,12/02/11,"Super delicious. Great deals during happy hour and excellently open late hours which works out great for me when i get outta work at 9 and during the holiday season (it is across from the mall). åÊFood is always delicious and hot, never had issues with any of my servers. åÊLast time I went my soda never went empty and we were checked on frequently. Love it!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
157,Garrett J.,"Fresno, CA",12,10,,3,8/23/2012,"I really feel like the Fresno BJs in particular is a very hit or miss affair. åÊI've been a few times where it's great, and a few times where it's really really bad. And when it's bad, the wait staff usually doesn't really care because of the pace of the restaurant and the time it takes to bake another pizza or entree. Go for the Pizookie and drinks... then leave!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
158,Stacey R.,"Fresno, CA",9,31,1,4,8/04/11,"For all of you out there who cannot have gluten, this is the place to go for gluten free pizza! This pizza crust is amazing, and satisfies the lack of pizza in a g-free diet. They also have a gluten free beer!  Service is hit and miss, although when I let them know I'm on a tight time frame, they always come through.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
159,Anna G.,"Fresno, CA",0,2,,1,11/02/14,"this place is terrible. åÊI had decent service but food was very disapointing. I got the deep dish pizza, and I could have got a better and cheaper pizza at little caeser's . my daughter the chicken tenders and I make better chicken than that at home. åÊsafe your money and stay home. this place is just a big name shit hole.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=220
160,Esme D.,"Cambria, CA",0,5,1,4,7/23/2016,Came in lastnight for a late dinner . Food was quick and delicious. Our server Jill was awesome . We will definitely be back .,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=100
161,Fernando G.,"Fresno, CA",9,15,7,2,10/10/15,Establishment is nice. Place is clean. Service is off. Hostess pointed at a table for us to sit down. Didn't tell server we seated. 10 min later got server. Hope food makes up for service.  I'm a executive chef at a restaurant. That hostess would be off the schedule to further notice if he worked at my establishment. Don't let your food be the only reason people come. Think of the 1 to 10 theory. 1 person gets bad service and tells 10 of his friends. Maybe next time I'll get the full experience,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=100
162,E Lee L.,"Fresno, CA",846,16,77,4,3/11/15,"My go to place for great food! åÊThere's so many choices, but this is the hot spot for drinks and food. The waiter Kenny was wonderful and knowledgable with the menu. He helped us pick out the food. He didn't rush us. Place was busy, but took awhile to get our food. åÊBut Kenny kept checking in on us. So only complaint I would say, is waiting awhile for food. Other then that, great service and delicious food! Thumbs up!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-fresno?start=100
