Title,Interview Date,Employee Type,Offer,Experience,Interview Type,Application,Interview,Question
Server," Apr 17, 2013", Anonymous Interview Candidate,['Declined Offer'],['Positive Experience'],['Easy Interview'],[],['Two parts - the first is a group interview that involved a short test on ingredient/food/wine knowledge. We were offered drinks and given a basic intro to the company and what its like to work for CPK. The second part was an in-person interview with a hiring manager; mine was very polite and friendly.'],"[' What is a Jicama? \xa0 ', 'Answer Question']"
Hostess," Mar 14, 2013", Anonymous Interview Candidate,['Declined Offer'],['Easy Interview'],[],['I applied online. I interviewed at California Pizza Kitchen.'],['Ask to answer the phone and seat people'],"[' How to contribute to financial success \xa0 ', 'Answer Question']"
Server," Jan 27, 2016", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Average Interview'],['I applied in-person. I interviewed at California Pizza Kitchen in March 2013.'],"['Good, General manager was in depth and detailed about position. Described how the position would be when it came to day and night shifts. Let us get an idea of what food was served by giving samples. Made sure to always check uniform.']","[' My availability \xa0 ', '1 Answer']"
Server," Feb 18, 2013", Anonymous Interview Candidate,['Declined Offer'],[],[],[],['Walked in'],"[' Describe a great dining experience \xa0 ', 'Answer Question']"
Server," Mar 19, 2015"," Anonymous Employee in  Dallas, TX",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied in-person. The process took 3 days. I interviewed at California Pizza Kitchen (Dallas, TX) in February 2013.']","['After the basic interview questions, they asked questions which touched your prior knowledge to food description and asked personal questions such as your favorite restaurant and why you like it. Very engaging interview, would say it was my favorite.']","[' Why is this your favorite food? \xa0 ', 'Answer Question']"
Host," Nov 4, 2015"," Anonymous Employee in  Arlington Heights, IL",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 1 day. I interviewed at California Pizza Kitchen (Arlington Heights, IL) in February 2013.']",['Spoke with three managers and they just asked me questions about the food industry and about myself. It was a very casual interview and the managers made me feel very comfortable. I got offered the job on the spot.'],"[' What is my favorite meal at CPK and why? What do I like about my other favorite restaurants? \xa0 ', 'Answer Question']"
Server," Apr 28, 2017"," Anonymous Employee in  Irvine, CA",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied through an employee referral. I interviewed at California Pizza Kitchen (Irvine, CA) in February 2013.']","['I have a friend in management. I filled out an application and waited for a call back. When I interviewed, it was with 2 separate managers. After I got hired, I had to come in to fill out all the necessary paperwork. I received the training packet with all of the menu, company, and employment information to start studying. I was then assigned my training sessions. My first week there were training shifts where I shadowed different positions.']","[' Where have you worked in the past? \xa0 ', 'Answer Question']"
Server," Apr 22, 2016", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Difficult Interview'],['I applied in-person. The process took 2+ weeks. I interviewed at California Pizza Kitchen in November 2012.'],"['I met with two different managers, separately before going through a fairly long and thorough training process, where I took four menu tests, tasted a whole bunch of menu items, and trained on working the floor alongside a more experienced server. Finally, I was a certified California Pizza Kitchen table server.']","[' Do you know about seat numbering for guests at a table? \xa0 ', 'Answer Question']"
Server," Nov 17, 2015"," Anonymous Employee in  Marina del Rey, CA",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied through other source. The process took 2 days. I interviewed at California Pizza Kitchen (Marina del Rey, CA) in August 2012.']",['I transferred there from another store so I had to show the manager how I serve tables and if I knew the menu and seat numbers. He also asked if I could do take out a few nights a week. He was a laid back guy he had me meet the other managers and they asked me questions and found out what my old store was like and how many tables I can handle at one time. They wanted to get a feel to see if I get weeded easily because they are a very busy restaurant.'],"[' What items come in he BBQ Chicken Pizza? \xa0 ', '1 Answer']"
Host/Server," Aug 4, 2015"," Anonymous Employee in  Manhattan Beach, CA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 2 weeks. I interviewed at California Pizza Kitchen (Manhattan Beach, CA) in July 2012.']","['I interviewed quite some years ago so the interview process has slightly changed since then but I will still share my experience. Back in my day the very first interview was an open group interview. The store I was applying to help theirs every Tuesday at 3pm sharp. I was completely unaware of this and just so happened to be applying for jobs that day and was in the right place at the right time.', ""Once the interview began, the manager gave a brief background on the company it self. We then went around and each person introduced themselves to the group and said one simple thing about them selves as well. The manager then began to ask us questions as a group, which people could answer by raising their hands and when he called on you, you can say your answer (very important you participate in this portion). He asked about 4 questions and then gave us all a fun little questionnaire, which he said would not have any effect on if you get called for another interview or not. It was simply for fun. We were also encouraged to interact with one another at this point. I didn't realize it at the time but now I see he was trying to observe who was being sociable and who was not."", 'Everyone then gave back the questionnaire along with a resume and the group interview was over. I received a call back 2 weeks later asking me to come in for a one on one interview. I was then interviewing with another manager who asked me a bit more behavioral type questions and getting to know me a bit more. When the interview was over she immediately said she would like to hire me but I had to do one last brief interview with the general manager to see if he also would like to hire me because it can only be done if they both agree. I had the time so I sat and waited about 15 minutes until the GM came over to me. He was such a sweetheart and I could tell was only sitting down with me as a formality. He sound down, introduced himself and I did the same. He asked me if I was in school and what I was studying, we talked about that very briefly and then he said okay I like you, you\'re hired, I\'ll be sending the other manager back to discuss scheduling. Still to this day 3 and a half years later, I laugh about that ""interview"" with him.']","[' As a host it is your job to stock the restrooms with toilet paper, if the mens restroom needs toilet paper but is currently in use what would you do? \xa0 ', '1 Answer']"
Server," Aug 14, 2015"," Anonymous Employee in  Chesterfield, MO",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 1 day. I interviewed at California Pizza Kitchen (Chesterfield, MO) in July 2012.']","[""Brief and short straight to the point, we went over various things such as previous experience, schooling , do i have a car etc.. The whole process was short and sweet. I would say if you need a job this place's interview process is not bad.""]","[' previous experiences, school, do i have a car \xa0 ', 'Answer Question']"
Hostess," Jul 8, 2012"," Anonymous Interview Candidate in  McLean, VA",['No Offer'],['Neutral Experience'],['Average Interview'],"['The process took 1 day. I interviewed at California Pizza Kitchen (McLean, VA) in June 2012.']","['i was eating lunch one day and asked the server if CPK was hiring..he said yes . so i applied online for hostess..', 'got an email a few days later from the manager, saying there was interview that week on Monday, tuesday and wednesday starting at 2:30 pm.', 'I went to the interview on wednesday- it was a group interview. they asked us all questions about customer service etc, and then they had us fill out this ""quiz"" thing, asking us what we would bring to the job, what person from the group interview you would hire, etc.']","[' Describe one time at a previous job where the customers thought that you had bad customer service \xa0 ', 'Answer Question']"
Server," Jun 1, 2014", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],['I applied online. The process took 5 days. I interviewed at California Pizza Kitchen in June 2012.'],"['I walked in and was greeted by a very friendly manager. I asked if I could apply and was told to apply online and then come back in for an interview the following Monday in the afternoon. The interview was done in a group format (although they tend to avoid those now), with 5 potential candidates there.']","[' The most difficult question was the last one: ""Who would you hire from this group interview, other than yourself, and why?"" \xa0 ', '1 Answer']"
Server," Apr 25, 2016"," Anonymous Employee in  Short Pump, VA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 2 days. I interviewed at California Pizza Kitchen (Short Pump, VA) in June 2012.']","['Met with the Assistant GM - brief interview roughly 15 minutes. Then met with GM who spoke with me for less than 10 minutes and I was offered the job on the spot. I could not tell if they were short-staffed, but I came in and quickly rose to a ""server trainer"" level and eventually full time bartender essentially making my own hours.']","[' Standard restaurant interview questions \xa0 ', '1 Answer']"
Server/Waiter," Jan 18, 2016"," Anonymous Employee in  Kansas City, MO",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied through an employee referral. The process took 1 day. I interviewed at California Pizza Kitchen (Kansas City, MO) in April 2012.']","['Fairly simplistic process. Requirements are more based around availability than anything else. They brought me in and asked me a few questions about my experience, but due to the ability I had and also the amount of employees I knew helped as well. It allowed me to mold right in to their current structure. It allowed for easy and comfortable interactions with the staff and management in less time than perhaps other assimmilations.']","[' What makes you a valuable addition to our restaurant \xa0 ', '1 Answer']"
Cook," Aug 5, 2016"," Anonymous Interview Candidate in  San Antonio, TX",['No Offer'],['Negative Experience'],['Average Interview'],"['I applied in-person. The process took 1 day. I interviewed at California Pizza Kitchen (San Antonio, TX) in April 2012.']",['Six random people seated around a table both foh and boh. Didnt feel like this was the best way to interview seeing as you need different skills for either or and they asked personality questions other than skill questions'],"[' Names, position applied for, gave us different scenarios and asked if we had personal experience to relate \xa0 ', 'Answer Question']"
Host," Sep 9, 2015"," Anonymous Employee in  Westwood, CA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied through an employee referral. The process took 1 day. I interviewed at California Pizza Kitchen (Westwood, CA) in March 2012.']","['Interview was very simple asked some basic question of my availability. I was told to meet at certain time but I had to wait for about 20 minutes. After I got accepted to the interview, we did a group training for about 3 days which helped me understand a lot about the culture of the store.']","[' When can I work and what other work experience I had. \xa0 ', '1 Answer']"
Server," Apr 23, 2012"," Anonymous Employee in  Thousand Oaks, CA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took a week. I interviewed at California Pizza Kitchen (Thousand Oaks, CA) in February 2012.']","[""They have group interviews every Wednesday or something like that, so I went in with my application already filled out. They ask you a few questions and they give you a little questionnaire seeing how much knowledge you have about certain vegetables and wine. I got a call back a few days later for a private interview, I had 2 in the same day and got a call a few days later and I was hired but training wasn't to start for a month.""]","[' Give me an example of a time you went out of your way to make an upset guest happy. \xa0 ', 'Answer Question']"
Hostess," Dec 4, 2015"," Anonymous Employee in  Cerritos, CA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied through an employee referral. The process took 5 days. I interviewed at California Pizza Kitchen (Cerritos, CA) in February 2012.']",['Very easy interview process. Used an employee referred and met with hiring manager was asked very limited questions. I was then asked to meet with GM the following day and offered a position within a week.'],"[' How do you handle stress? \xa0 ', 'Answer Question']"
Server," May 23, 2016"," Anonymous Employee in  San Luis Obispo, CA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 2 days. I interviewed at California Pizza Kitchen (San Luis Obispo, CA) in January 2012.']","['First, you needed to go in and fill out an application form and attach your resume. Next, you went into a group interview that was conducted every week during the evenings. You answered questions and talked with everyone for a short time. Afterwards, they pull some people back for a second interview if they were interested.']","[' They asked you to tell everyone something interesting about themselves and they asked why you were applying to CPK. \xa0 ', '1 Answer']"
Hostess," Sep 6, 2015"," Anonymous Employee in  Palo Alto, CA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 1 day. I interviewed at California Pizza Kitchen (Palo Alto, CA) in November 2011.']","['Asked easy questions, like your greatest strengths and weaknesses. Mix of situational and behavioral questions. I had no prior work experience, I used a lot of examples from babysitting and from school. They interviewed me in the restaurant during less busy hours. Dress business casual. You will likely interview with a manager.']","[' What is your greatest strength? \xa0 ', 'Answer Question']"
Host," Oct 7, 2011"," Anonymous Employee in  Seattle, WA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['The process took 3 days. I interviewed at California Pizza Kitchen (Seattle, WA) in October 2011.']","[""Best interview(s) I've ever had. I went in on a Wednesday and met with two managers separately, each interview lasted around ten minutes. They asked a few questions about my resume and experience and showed slight concern (I've only had volunteer work before this job) but ultimately seemed more interested in my personality and intelligence. I went back on a Friday for a brief, final interview with the General Manager which ended with a job offer."", 'While all of the interviews consisted of a handful of typical, straightforward questions, much of the time it felt more like a conversation than an interview. The atmosphere at CPK is very positive and casual but hard-working. Keeping that in mind when answering their questions is key, and having experience as a customer there will help you too.']","[' Give an example of a customer that has special needs and how you would assist them. \xa0 ', 'Answer Question', "" Have you been a customer at CPK? What's your favorite thing on the menu? \xa0 "", 'Answer Question', ' What do you know about the company? \xa0 ', 'Answer Question', ' Give an example of how you would answer the phone if a customer called. \xa0 ', '1 Answer', ' How would you handle an upset customer? \xa0 ', 'Answer Question']"
Server," Jul 20, 2012"," Anonymous Employee in  Atlanta, GA",['Accepted Offer'],['Average Interview'],[],"['I applied in-person. The process took a week. I interviewed at California Pizza Kitchen (Atlanta, GA) in August 2011.']",['Interview was meeting with a manager who then would decide if they wanted to have you meet with another manager. After the second person you meet with one more manager. Then you are invited to a group session where you begin your training.'],"[' Tell me about your strengths and weaknesses... \xa0 ', 'Answer Question']"
Hostess," Jul 7, 2012"," Anonymous Employee in  Indianapolis, IN",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 1 day. I interviewed at California Pizza Kitchen (Indianapolis, IN) in July 2011.']","['I went in to fill out a paper application at the hiring site. One of the managers asked me a few questions. Then, she scheduled me for an interview the following week. With the interview, it was with the kitchen manager and the G.M. The asked me a few basic questions and i got the within ten minutes.']","[' What was one bad experience and one very good experience when eating at a restaurant? \xa0 ', 'Answer Question']"
Hostess," Oct 15, 2011"," Anonymous Interview Candidate in  Lakewood, CA",['No Offer'],['Negative Experience'],['Difficult Interview'],"['I applied online. The process took 2 weeks. I interviewed at California Pizza Kitchen (Lakewood, CA) in June 2011.']","['I had applied online, which was more of just a questionnaire than an application. I received an email that was addressed to about fifteen other people that said we had been invited to a ""special"" group interview a few days later. I was surprised that this CPK was still doing interviews, since a friend had interviewed there only about a month prior in another group interview. I got there about ten minutes early, and filled out an actual application this time. I was taken aback at the large amount of people there- in addition to at least the fifteen other recipients of the email, there were others that had walked in to ask for applications and were invited to stay for the interview. Total, there was probably twenty-five people. We were taken out onto the outdoor patio and given water, since it was pretty hot that day. We were then separated by what position we were applying for- server or host. The hiring manager told us about each position and about her experience working up to manager. We were given time to fill out a short skills test, with questions about types of wine, herbs, and cheese. After that, we were all asked questions about our previous work experience, what we liked or disliked about it, and why we wanted to work there. However, it was very difficult to answer anything with that amount of people... I\'m not the type of person to talk over people or swoop in before the manager was even done asking the question, and by the time those people were done talking, I felt like anything I said would just be repeating what had already been said. We left our resumes and reference sheets and were told to expect a call in a week or two.', 'I felt like the amount of people at this interview is what made it difficult- if this was a 1:1 interview, or even just with a smaller group, it would have gone much more smoothly. Twenty-five people were just too many, especially when they all have more work experience and were talking over each other to answer first.']","["" What's your favorite type of pizza? \xa0 "", 'Answer Question', ' What made you want to work at CPK? \xa0 ', 'Answer Question']"
Server," Aug 5, 2014", Anonymous Employee,['Accepted Offer'],['Neutral Experience'],['Average Interview'],['I applied in-person. The process took 2 weeks. I interviewed at California Pizza Kitchen in June 2011.'],"['Very Thorough training process. Managers had a lot of questions that servers were able to sell and up sell items. It was imperative to have knowledge of the entire menu. Be sure to know ingredients! It was a really great first time as a server position. Very corporate culture, in fact company was started by two lawyers. Great job if you were a decent server.']","[' Remembering up sell items. \xa0 ', 'Answer Question']"
Hostess," Oct 21, 2015"," Anonymous Employee in  Santa Monica, CA",['Accepted Offer'],['Neutral Experience'],['Average Interview'],"['I applied in-person. The process took 2 weeks. I interviewed at California Pizza Kitchen (Santa Monica, CA) in June 2011.']","['There was a brief phone interview by a manager. Then on the spot they called you in for a group interview. This consisted of the management telling you about working there and a generic survey about food. Once you turned this in, you were free to go. The follow up interview was a one on one casual conversation about where you see yourself going within the company and I was hired on the spot.']","[' Are you looking to move up within the company? \xa0 ', 'Answer Question']"
Server," Dec 24, 2014", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],['I applied in-person. The process took 1+ week. I interviewed at California Pizza Kitchen in May 2011.'],"['I first applied in person, filled out an application form and talked to the general manager right after I turned it in. He went over my application, asked me questions about my past experience, why I chose to apply to cpk. Very easy going. Told me I had the job and to come into orientation a week later.']","[' Describe your favorite item on the menu and sell it to me. \xa0 ', 'Answer Question']"
Server," Sep 8, 2015"," Anonymous Employee in  Lakewood, CO",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 1 day. I interviewed at California Pizza Kitchen (Lakewood, CO) in May 2011.']","['Individual interviews. Group/classroom style training. Met with a manager, who then had me come in again another day to meet with the General Manager, who then offered me the position. The group training is several days long, and then there is on the floor training for several shifts, following a server trainer.']","[' How would you handle a difficult customer? \xa0 ', '1 Answer']"
Restaurant Manager," Jul 12, 2013", Anonymous Employee,['Accepted Offer'],['Neutral Experience'],['Easy Interview'],['I applied through a recruiter. The process took 2 weeks. I interviewed at California Pizza Kitchen in February 2011.'],"['Typical process, phone with corp recruiter, screen interview with a GM, then interview with Multi unit manager, followed by offer.']","[' pretty easy, always looking for ""cheer leaders"" \xa0 ', 'Answer Question']"
Front-house Member," Mar 23, 2011"," Anonymous Interview Candidate in  Pleasanton, CA",['No Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 1 day. I interviewed at California Pizza Kitchen (Pleasanton, CA) in February 2011.']","[""I applied online on their website then got a call from the manager to come in for a group interview. I think I would have gotten the job if I wasn't two minutes late. Being late is always unaccpetable...now I learned. So take it from me, and arrive early! No matter how well you do during the interview, one small error can cost you the job. To begin, overall the process was simple and easy. A group of about 8 people were interviewed by a manager, and another side manager who was writing notes. He asked very basic questions like what do you think customer service is? Name a bad experience you had with customer service."", 'After the questioning, he explained the history of California Pizza Kitchen and allowed us to ask questions. The last thing was to fill out this questionnaire that asked further questions about what is success to you, what can you do for California Pizza Kitchen and random questions like what is merlot? chardonnay? and other food items.', 'There was a last question that asked who would you hire out of the group interviewed there.']","[' What is merlot? jicama? cilantro? gorgonzola? chardonnay? \xa0 ', 'Answer Question', ' What is success to you? What do you want to learn from this job experience? \xa0 ', 'Answer Question']"
Server," Jun 21, 2015"," Anonymous Employee in  Boulder, CO",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 2 days. I interviewed at California Pizza Kitchen (Boulder, CO) in February 2011.']","[""I went through a two interview process. I met with a manager for my first interview and it was extremely laid back. She just wanted to get a feel for my personality. Basically, if you are a friendly and outgoing person, I wouldn't even consider the first interview anything but a simple conversation. The second interview was with the General Manager. This was a little more intimidating (probably a good thing).""]","[' During the second interview, the only difficult question was…If a table orders a pizza and the kitchen accidentally burns half of it, what would you do and what would you say to your table? \xa0 ', '1 Answer']"
Food Server," Nov 8, 2015"," Anonymous Employee in  Sacramento, CA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 3 days. I interviewed at California Pizza Kitchen (Sacramento, CA) in February 2011.']",['I was brought into the store to speak to 2 separate managers after their lunch time rush. I was in the back of the restaurant in an empty section. I spoke to one manager and then he went in the back and brought out the other manager.'],"[' Favorite food item at old restaurant and how I explain it to customer. \xa0 ', '1 Answer', ' What hours was I available \xa0 ', '1 Answer']"
Server," May 13, 2015"," Anonymous Employee in  Chicago, IL",['Accepted Offer'],['Neutral Experience'],['Easy Interview'],"['I applied in-person. The process took 1 day. I interviewed at California Pizza Kitchen (Chicago, IL) in January 2011.']","['Two rounds of interview back-to-back, they asked typical behavioral interview questions. They also asked to describe how my previous work experience would be beneficial for the position I was interviewing for. Also, they gave scenarios and asked me how I would handle those different situations. Overall, it was pretty straight forward and stress-free.']","[' What would you do when you have one demanding customer during a busy time? \xa0 ', 'Answer Question']"
Manager," Jul 20, 2015"," Anonymous Employee in  Indianapolis, IN",['Accepted Offer'],['Neutral Experience'],['Average Interview'],"['I applied through an employee referral. The process took 3 weeks. I interviewed at California Pizza Kitchen (Indianapolis, IN) in January 2011.']",['I sat down with the manager at a back table..He tried to feel out my personality. Asked me basic interview questions and told me he would talk to the district manager and get back with me. a A week later the district manager gave me a call asked me a few questions then set up an interview for the following week.'],"[' Why did I choose California Pizza Kitchen and how my prior experience applies to the role im applying for there \xa0 ', '1 Answer']"
Server," Oct 7, 2015"," Anonymous Employee in  Honolulu, HI",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took a week. I interviewed at California Pizza Kitchen (Honolulu, HI) in January 2011.']",['turned in application and asked to speak to a manager. they looked over it and asked if I could come back in 2 days at a certain time. came back and waited about 10 minutes until the manager could speak with me. sat down at a table asked pretty standard interview questions and asked if I could come back to speak to a different manager. came back answered very similar questions to the first day and was offered the position.'],"[' sell me this salt shaker. tell me about you past/current employment \xa0 ', 'Answer Question']"
Server/Waiter," Nov 25, 2015"," Anonymous Employee in  Troy, MI",['Accepted Offer'],['Neutral Experience'],['Easy Interview'],"['I applied in-person. The process took a week. I interviewed at California Pizza Kitchen (Troy, MI) in January 2011.']",['There are two interviews. One with a regular manager and if you pass then you will receive one with the general manager. They are very lenient when it comes to hiring new people. A lot of people will get hired and leave within the first two months either because it is too fast-paced or they get fired.'],"[' Have you ever served before? \xa0 ', '1 Answer']"
Hostess," Feb 5, 2012"," Anonymous Employee in  Huntington Beach, CA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['The process took 2 weeks. I interviewed at California Pizza Kitchen (Huntington Beach, CA) in December 2010.']","[""I got the job and worked there for over 3 years so I know the in's and outs of the interview process. They will usually call you back within a week of you turning in your application in store if there hiring. Then they will have you come in for a group interview usually with around 10-20 people, dress nice for this please don't ever wear sandals they hate that. They'll go around the table asking basic questions and then ask if you have any questions. Make sure you smile and seem outgoing during interview but not fake, so don't over due it they'll see right through you. If you make it past that then you will usually have 1- 2 one on one interviews with a manager at which if they like you they usually offer you the job then. It depends when you'll start because they have to put you through a training and they like to hire a decent amount of people and train them all together""]","["" Did you ever have a conflict with another employee are see them doing something they shouldn't, and how did you handle it? \xa0 "", 'Answer Question']"
Restaurant Manager," Mar 20, 2014"," Anonymous Employee in  Los Angeles, CA",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied through a recruiter. The process took 2 weeks. I interviewed at California Pizza Kitchen (Los Angeles, CA) in November 2010.']","['Phone interview with recruiter. The recruiter called me and interviewed me about my strengths and past experience for about 30 minutes. Then set up my second interview at the end of the call immediately. The recruiter told me to go to a local CPK at a specific time of morning, before they opened. I met with a with local General Manager who asked me many questions about what my strengths were and several operations questions and some if/then questions about situational scenarios for about 30/40 minutes. Before I left, the GM set me up with a third and final interview with the District Manager who was the friendliest and most relaxed. The DM asked mostly fluff questions and some business savvy questions like about when was the worst day as a manager type of questions.']","[' Tell me about a time when your store was not meeting your budget guidelines, what were some of the steps you took to rectify the situation \xa0 ', 'Answer Question', ' Tell me about the most important lesson you have learned up to this point as a manager in your career and why. \xa0 ', 'Answer Question']"
Server," Apr 26, 2012"," Anonymous Employee in  La Jolla, CA",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied in-person. The process took 4 days. I interviewed at California Pizza Kitchen (La Jolla, CA) in October 2010.']",['Be prepared to meet with each manager in the store and get questions about team work.'],"[' Tell me about a time you had to deal with an angry customer \xa0 ', 'Answer Question']"
Server," Aug 11, 2010"," Anonymous Interview Candidate in  Brea, CA",['No Offer'],['Negative Experience'],['Average Interview'],"['I applied in-person. The process took 1 day. I interviewed at California Pizza Kitchen (Brea, CA) in August 2010.']","['I had a group interview with 11 other people. The manager kept us for an hour and a half talking about how great it was to work for CPK. He had us introduce ourselves and say what hospitality meant to us. He would ask questions and allow two or three people to answer, some of them went on and on about nothing, trying to stand out and preventing anyone else from speaking. At the end of the ""interview"", he gave a sort of test, where they asked some of the same questions. Some of the other candidates mentioned beforehand that they do a group interview like that every week at that location. Considering the manager, I\'m not surprised the turnover is high enough to warrant that. Seems to me the most inefficient way to hire people...had he spoken to each of us for 5 minutes he would have learned a lot more about who was the best candidate.']","[' What is hospitality? \xa0 ', 'Answer Question', ' What is the most expensive thing in a restaurant? \xa0 ', '1 Answer']"
Manager," Aug 4, 2010"," Anonymous Interview Candidate in  San Diego, CA",['No Offer'],['Positive Experience'],['Average Interview'],"['I applied online. The process took 1+ week. I interviewed at California Pizza Kitchen (San Diego, CA) in June 2010.']",['Thorough phone interview. Then a 2 hour one on one then a series of skills tests I got along well wtih the GM and he seemed to like me. I bombed the timed test and think that is why I did not get hired. They sent me reject letter 2 weeks later. They were really pushing how hard their training program is.'],"[' How do you deal with language issues at work? \xa0 ', '1 Answer']"
Server," May 14, 2014"," Anonymous Interview Candidate in  Los Angeles, CA",['No Offer'],['Positive Experience'],['Average Interview'],"['I applied in-person. The process took 2 days. I interviewed at California Pizza Kitchen (Los Angeles, CA) in June 2010.']",['I went in and asked to speak to the manager. The manager handed me a booklet with all the information I needed to apply. The initial interview was a group interview where the hiring manager met with a group of 6 prospective employees.'],[]
Waiter," Jan 23, 2014"," Anonymous Employee in  Boston, MA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 2 days. I interviewed at California Pizza Kitchen (Boston, MA) in April 2010.']","['Very simple process, even if you have never been a waiter even though most places look for experience. I went in person to apply for the job, and they told me to come back for an interview the next day.']","[' Describe yourself in 3 adjectives \xa0 ', '1 Answer']"
Server," Mar 18, 2014"," Anonymous Employee in  Oak Brook, IL",['Accepted Offer'],['Positive Experience'],['Difficult Interview'],"['I applied in-person. The process took 2 weeks. I interviewed at California Pizza Kitchen (Oak Brook, IL) in April 2010.']",['Nice people but know what hospitality is all about and know how to describe food!'],"[' Describe flavors of the food \xa0 ', '1 Answer']"
Server," Jun 14, 2011"," Anonymous Employee in  Raleigh, NC",['Accepted Offer'],['Neutral Experience'],['Easy Interview'],"['I applied online. The process took 1 day. I interviewed at California Pizza Kitchen (Raleigh, NC) in September 2009.']","[""Group hire. Phone call invitation with general questions. They hire in batches and usually a few quit or don't pass the tests.""]","[' Why do you want to work for CPK? \xa0 ', 'Answer Question', ' How have you handled a difficult situation? \xa0 ', 'Answer Question']"
Trainer," Feb 13, 2013", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Average Interview'],['I applied in-person. The process took 2 weeks. I interviewed at California Pizza Kitchen in June 2009.'],['3 interviews'],"[' Wine knowledge \xa0 ', 'Answer Question']"
Server," Nov 23, 2011"," Anonymous Employee in  Oak Brook Mall Branch, IL",['Accepted Offer'],['Positive Experience'],['Difficult Interview'],"['I applied in-person. The process took 2 weeks. I interviewed at California Pizza Kitchen (Oak Brook Mall Branch, IL) in April 2009.']","['The Managers wanted to see if we could describe and sell the food and drinks.', ""We're not order takers, we're sales people."", ""The managers wanted to only hire people who were passionate about they're job."", 'Attitude, demeanor, personality, character, and presentation.', 'CPK gets a lot of upper middle class people.', ""so servers have to cater to caring for they're every need."", ""that's why earn $10-20/hr in tips alone!""]","[' can you describe an item you ate at the restaurant? \xa0 ', '1 Answer', ' Can you tell why you want to work at CPK? \xa0 ', '1 Answer']"
Server," Mar 29, 2010"," Anonymous Employee in  Fresno, CA",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['The process took 2 days. I interviewed at California Pizza Kitchen (Fresno, CA) in June 2008.']","['There was a group of about 20 people who came in and submitted resumes. They whittled that down to about 15 who interviewed with the 2 of the managers separately. After that, they hired and trained 9 of us. Only 7 lasted through the tough week long training.', 'The most important things that they were looking for in oder were personality, work ethic, integrity, and work experience.']","[' Tell me about an achievement that you are most proud of. \xa0 ', 'Answer Question', ' Tell me about a time that you have failed. \xa0 ', 'Answer Question']"
Hostess," Jun 11, 2010"," Anonymous Employee in  San Francisco, CA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 3 days. I interviewed at California Pizza Kitchen (San Francisco, CA) in January 2008.']","['There was a group interview that was held, they called me back the very next day and asked me to come in and meet with the General Manager. He decided to have me work for the company and they hired me. one week later I can in for one week of training.']","["" Nothing was difficult, the only questions I wasn't very familiar with were wine questions (I was under 21 at the time) \xa0 "", 'Answer Question']"
Server/Waiter," Apr 13, 2017", Anonymous Interview Candidate,['Declined Offer'],['Neutral Experience'],['Easy Interview'],[],"[""Fill up a generic form. Meet the overall head. Inteview was great - pointed out you'd be working in a very mixed team, in the sense there were alot of different nationalities. He was right about that, they were however extremely friendly and were hospitable.""]","[' Have you worked in a pizza kitchen before \xa0 ', 'Answer Question']"
